AU,2023-03-13,667,200.1,466.9
AT,2023-03-13,3.61,1.08,2.52
CA,2023-03-13,577.99,173.4,404.59
CZ,2023-03-13,0,0,0
DK,2023-03-13,39.25,11.78,27.48
FI,2023-03-13,0,0,0
FR,2023-03-13,457.57,137.27,320.3
DE,2023-03-13,414.4,124.32,290.08
GR,2023-03-13,17.72,5.32,12.4
HK,2023-03-13,123.28,36.98,86.3
IE,2023-03-13,2.97,0.89,2.08
IT,2023-03-13,47.64,14.29,33.34
MX,2023-03-13,0,0,0
NL,2023-03-13,74.79,22.44,52.36
SG,2023-03-13,71.93,21.58,50.35
KR,2023-03-13,0,0,0
ES,2023-03-13,10.08,3.02,7.06
SE,2023-03-13,3191.14,957.34,2233.8
AE,2023-03-13,285.39,85.62,199.77
GB,2023-03-13,1018.38,305.51,712.86
US,2023-03-13,3259.15,977.74,2281.4
AU,2023-03-14,757.1,227.13,529.97
AT,2023-03-14,8.69,2.61,6.09
CA,2023-03-14,1001.79,300.54,701.25
DK,2023-03-14,27.44,8.23,19.21
FI,2023-03-14,6.6,1.98,4.62
FR,2023-03-14,215.57,64.67,150.9
DE,2023-03-14,486.54,145.96,340.58
GR,2023-03-14,0.1,0.03,0.07
HK,2023-03-14,86.62,25.99,60.64
IN,2023-03-14,0,0,0
IE,2023-03-14,14.45,4.34,10.12
IT,2023-03-14,52.69,15.81,36.88
NL,2023-03-14,12.78,3.83,8.95
SG,2023-03-14,233.79,70.14,163.65
ES,2023-03-14,28.91,8.67,20.24
SE,2023-03-14,3292.15,987.65,2304.51
AE,2023-03-14,137.43,41.23,96.2
GB,2023-03-14,735.63,220.69,514.94
US,2023-03-14,3378.36,1013.51,2364.85
AU,2023-03-15,413.05,123.91,289.13
AT,2023-03-15,1.27,0.38,0.89
CA,2023-03-15,729.7,218.91,510.79
DK,2023-03-15,108.59,32.58,76.01
FI,2023-03-15,1.48,0.45,1.04
FR,2023-03-15,245.07,73.52,171.55
DE,2023-03-15,594.38,178.32,416.07
GR,2023-03-15,3.61,1.08,2.52
HK,2023-03-15,183.67,55.1,128.57
IE,2023-03-15,1.91,0.57,1.34
IT,2023-03-15,64.16,19.25,44.91
JP,2023-03-15,0,0,0
NL,2023-03-15,16.01,4.8,11.21
SG,2023-03-15,84.52,25.36,59.16
ES,2023-03-15,0.32,0.1,0.22
SE,2023-03-15,2981.47,894.44,2087.03
CH,2023-03-15,0,0,0
UA,2023-03-15,0,0,0
AE,2023-03-15,178.26,53.48,124.78
GB,2023-03-15,654.3,196.29,458.01
US,2023-03-15,3665.57,1099.67,2565.9
AU,2023-03-16,574.05,172.22,401.84
AT,2023-03-16,1.47,0.44,1.03
CA,2023-03-16,734.06,220.22,513.84
DK,2023-03-16,3.05,0.91,2.13
FI,2023-03-16,0.74,0.22,0.51
FR,2023-03-16,276.62,82.99,193.64
DE,2023-03-16,322.64,96.79,225.85
GR,2023-03-16,10.61,3.18,7.43
HK,2023-03-16,126.28,37.88,88.4
IE,2023-03-16,0,0,0
IT,2023-03-16,5.78,1.73,4.04
JP,2023-03-16,0,0,0
NL,2023-03-16,12.61,3.78,8.83
SG,2023-03-16,219.37,65.81,153.56
ES,2023-03-16,2.73,0.82,1.91
SE,2023-03-16,2982.98,894.89,2088.09
UA,2023-03-16,0,0,0
AE,2023-03-16,70.29,21.09,49.2
GB,2023-03-16,519.84,155.95,363.89
US,2023-03-16,3691.93,1107.58,2584.35
AU,2023-03-17,675.46,202.64,472.82
AT,2023-03-17,5.96,1.79,4.17
CA,2023-03-17,685.08,205.52,479.56
DK,2023-03-17,3.24,0.97,2.27
FR,2023-03-17,228.08,68.42,159.66
DE,2023-03-17,239.17,71.75,167.42
GR,2023-03-17,0.1,0.03,0.07
HK,2023-03-17,12.35,3.7,8.64
IE,2023-03-17,71.46,21.44,50.02
IT,2023-03-17,37.04,11.11,25.93
NL,2023-03-17,163.84,49.15,114.69
SG,2023-03-17,33.79,10.14,23.66
ES,2023-03-17,23.44,7.03,16.41
SE,2023-03-17,2617.08,785.13,1831.96
AE,2023-03-17,111.43,33.43,78
GB,2023-03-17,1329.68,398.9,930.77
US,2023-03-17,3610.6,1083.18,2527.42
AU,2023-03-18,471.67,141.5,330.17
AT,2023-03-18,1.49,0.45,1.04
CA,2023-03-18,739.58,221.88,517.71
CL,2023-03-18,0,0,0
DK,2023-03-18,204.29,61.29,143
FI,2023-03-18,4.47,1.34,3.13
FR,2023-03-18,349.42,104.82,244.59
DE,2023-03-18,315.9,94.77,221.13
GR,2023-03-18,0.32,0.1,0.22
HK,2023-03-18,200.99,60.3,140.69
IE,2023-03-18,35.75,10.73,25.03
IT,2023-03-18,10.96,3.29,7.67
NL,2023-03-18,5.53,1.66,3.87
SG,2023-03-18,327.29,98.19,229.1
ES,2023-03-18,0.43,0.13,0.3
SE,2023-03-18,3134.85,940.46,2194.4
AE,2023-03-18,117.57,35.27,82.3
GB,2023-03-18,914.29,274.29,640
US,2023-03-18,3694.19,1108.26,2585.94
AU,2023-03-19,603.37,181.01,422.36
AT,2023-03-19,0.42,0.13,0.29
CA,2023-03-19,733.38,220.01,513.37
DK,2023-03-19,15.76,4.73,11.04
FI,2023-03-19,1.58,0.47,1.1
FR,2023-03-19,344.93,103.48,241.45
DE,2023-03-19,517.19,155.16,362.03
GR,2023-03-19,19.13,5.74,13.39
HK,2023-03-19,49.71,14.91,34.8
IE,2023-03-19,23.33,7,16.33
IT,2023-03-19,29.22,8.77,20.45
NL,2023-03-19,99.63,29.89,69.74
SG,2023-03-19,113.82,34.15,79.68
ES,2023-03-19,1.47,0.44,1.03
SE,2023-03-19,3463.22,1038.97,2424.26
AE,2023-03-19,138.73,41.62,97.11
GB,2023-03-19,658.76,197.63,461.13
US,2023-03-19,3563.28,1068.98,2494.29
AU,2023-03-13,1393.94,418.18,975.76
AT,2023-03-13,290.9,87.27,203.63
BH,2023-03-13,4.56,1.37,3.19
BE,2023-03-13,308.73,92.62,216.11
CA,2023-03-13,753.78,226.14,527.65
HR,2023-03-13,10.5,3.15,7.35
CZ,2023-03-13,13.26,3.98,9.28
DK,2023-03-13,301.62,90.49,211.13
FI,2023-03-13,32.04,9.61,22.43
FR,2023-03-13,1341.53,402.46,939.07
DE,2023-03-13,1902.12,570.64,1331.49
GR,2023-03-13,32.25,9.68,22.58
HK,2023-03-13,191.71,57.51,134.2
IE,2023-03-13,138.98,41.69,97.29
IL,2023-03-13,17.61,5.28,12.33
IT,2023-03-13,75.33,22.6,52.73
LU,2023-03-13,39.36,11.81,27.55
MC,2023-03-13,6.47,1.94,4.53
NL,2023-03-13,715.8,214.74,501.06
NO,2023-03-13,305.54,91.66,213.88
PT,2023-03-13,31.72,9.52,22.21
QA,2023-03-13,74.69,22.41,52.28
SM,2023-03-13,0.11,0.03,0.07
RS,2023-03-13,4.56,1.37,3.19
SG,2023-03-13,216.32,64.9,151.43
ES,2023-03-13,699.68,209.9,489.77
SE,2023-03-13,4759.82,1427.95,3331.87
CH,2023-03-13,1124.47,337.34,787.13
AE,2023-03-13,291.01,87.3,203.71
GB,2023-03-13,2625.88,787.76,1838.12
US,2023-03-13,18320.39,5496.12,12824.27
