"Years";"Weeks";"Gross margin 1 - Dema MTA";"Compare range: Gross margin 1 - Dema MTA";"Gross margin 2 - Dema MTA";"Compare range: Gross margin 2 - Dema MTA";"Net gross margin 1 - Dema MTA";"Compare range: Net gross margin 1 - Dema MTA";"Net gross margin 2 - Dema MTA";"Compare range: Net gross margin 2 - Dema MTA"
"2024";"Week 32, 2024";"0.7162789636732435";"0";"0.5506572159316196";"0";"0.7217683559544874";"0";"0.5196658851832229";"0"
"2024";"Week 33, 2024";"0.7568617347972775";"0";"0.5939813124194251";"0";"0.7590622851595598";"0";"0.5697868627571085";"0"
"2024";"Week 34, 2024";"0.7820364362443835";"0";"0.6300045580690061";"0";"0.7814693384861925";"0";"0.6191118136992011";"0"
"2024";"Week 35, 2024";"0.7911931654834448";"0";"0.6424170828117307";"0";"0.7898424290352754";"0";"0.6236764980232132";"0"
"2024";"Week 36, 2024";"0.7784155941604733";"0";"0.6253682871973807";"0";"0.7767366444664193";"0";"0.6031237151359657";"0"
"2024";"Week 37, 2024";"0.7664742139642894";"0";"0.6160848343326818";"0";"0.7664978892458318";"0";"0.599744403810416";"0"
"2024";"Week 38, 2024";"0.7789967316082291";"0";"0.621761918846779";"0";"0.7785873421040769";"0";"0.6127272369355443";"0"
"2024";"Week 39, 2024";"0.7766023363315976";"0";"0.6249482673369092";"0";"0.7764102178108768";"0";"0.6165993334854646";"0"
"2024";"Week 40, 2024";"0.7848633652846675";"0";"0.6303011272146938";"0";"0.7845184870880992";"0";"0.6168620342635439";"0"
"2024";"Week 41, 2024";"0.7369978161455722";"0";"0.5838469161548128";"0";"0.7388242339908719";"0";"0.5574991592318346";"0"
"2024";"Week 42, 2024";"0.7552755088341985";"0";"0.613705345088981";"0";"0.7602513286538879";"0";"0.5938253977547518";"0"
"2024";"Week 43, 2024";"0.773139907716151";"0";"0.6383570850286546";"0";"0.772521136631032";"0";"0.6273768482062234";"0"
"2024";"Week 44, 2024";"0.7885678844438118";"0";"0.6468235654997958";"0";"0.7889648450273723";"0";"0.6325735841902597";"0"
"2024";"Week 45, 2024";"0.7880865217824544";"0";"0.6443967708359712";"0";"0.7871323607539018";"0";"0.6190408973607388";"0"
"2024";"Week 46, 2024";"0.7990769289360617";"0";"0.6507568825240657";"0";"0.7987199450750783";"0";"0.639760855846222";"0"
"2024";"Week 47, 2024";"0.7644963192103413";"0.6674999606554471";"0.6208764519817788";"0.5977566458691023";"0.7649015910857608";"0.6674999606554471";"0.6087883898865856";"0.5977566458691023"
"2024";"Week 48, 2024";"0.7402852080722905";"0.8691960659551312";"0.5853920344728105";"0.7525024172746123";"0.7413643910806723";"0.8691960659551312";"0.5714113516279787";"0.7525024172746123"
"2024";"Week 49, 2024";"0.7543837672459827";"0.7983184713588615";"0.5993657650493015";"0.5310688279856884";"0.7554395889303922";"0.7983184713588615";"0.5806585865651785";"0.5310688279856884"
"2024";"Week 50, 2024";"0.792008891159812";"0.7687821948350454";"0.646038803531352";"0.6244368762212256";"0.7917020729460867";"0.7572473613636596";"0.6262609847834169";"0.5778626283763878"
"2024";"Week 51, 2024";"0.7568951640393775";"0.8122695951477816";"0.5944152520410634";"0.6547682689542235";"0.758710395369209";"0.8169641998957853";"0.5734704889962625";"0.6326431759444411"
"2024";"Week 52, 2024";"0.7462492582672393";"0.815736288976291";"0.5862162976024993";"0.6477781302671998";"0.7481609543949886";"0.8175466316261034";"0.5708942672170545";"0.6354367108924657"
"2025";"Week 1, 2025";"0.6534524564902596";"0.8064814284959045";"0.4931468801038188";"0.6340790105568499";"0.6595266189337403";"0.8084237259279928";"0.47348317924826755";"0.6220962938864826"
