Year,Customer Type,Customers,Revenue,Revenue Share,CLV,Total Revenue,Orders,AOV,ROAS,CAC,Total Spend
2022.0,New,27973.0,27084615.577376552,0.30711448676398934,968.2413605039342,88190615.37201427,75012.0,1175.6867617449777,6.347263322137196,124.75777983995708,13894273.94077602
2022.0,Returning,32508.0,33085399.979817722,0.37515783102605255,,88190615.37201427,75012.0,1175.6867617449777,6.347263322137196,124.75777983995708,13894273.94077602
2023.0,New,33399.0,32896560.847832832,0.31413588495052924,984.9564612064083,104720798.94028486,90866.0,1152.4750615222952,6.276233503948867,122.81331112262198,16685293.6358083
2023.0,Returning,44857.0,46594127.60628703,0.44493670863661466,,104720798.94028486,90866.0,1152.4750615222952,6.276233503948867,122.81331112262198,16685293.6358083
2024.0,New,29886.0,26656496.15844185,0.2783030278319563,891.9392410641052,95782271.45461549,88604.0,1081.0152076047975,7.238498780705043,101.01716331656374,13232339.24
2024.0,Returning,48562.0,45896900.06520563,0.4791794908199996,,95782271.45461549,88604.0,1081.0152076047975,7.238498780705043,101.01716331656374,13232339.24
2025.0,New,5527.0,4550023.111310267,0.23856789231025735,823.2355909734516,19072235.862288482,16739.0,1139.3892025980335,15.653524824785187,50.72857023898743,1218398.8
2025.0,Returning,9493.0,8409628.914945217,0.4409356603844004,,19072235.862288482,16739.0,1139.3892025980335,15.653524824785187,50.72857023898743,1218398.8
