Metric,Year Type,32,33,34,35,36,37,38,39
Gross Revenue - MEN,Current Year,1296441,1251654,914726,914183,917978,776258,749982,1099804
Gross Revenue - MEN,Last Year,1219714,1096904,1167165,979382,794586,872819,795630,835351
Gross Revenue - WOMEN,Current Year,56249,42133,25081,42548,64255,47167,48191,70328
Gross Revenue - WOMEN,Last Year,104428,76173,51808,85794,48309,35637,39267,53632
