32,33,34,35,36,37,38,39,8-week avg
38,35,42,34,36,34,31,32,36
15,13,16,18,14,17,18,16,16
9,9,8,8,11,8,10,11,9
7,9,8,9,8,6,9,11,9
4,3,2,2,3,3,3,4,3
1,2,2,2,5,1,3,3,2
2,2,1,2,1,1,2,3,2
3,1,2,2,4,5,2,2,3
4,1,1,3,1,1,1,2,2
1,3,1,2,1,1,2,1,2
1,2,1,2,1,1,1,1,1
1,2,2,1,1,1,2,1,1
2,4,4,5,3,3,4,1,3
10,13,8,9,11,15,10,8,11
100,100,100,100,100,100,100,100,100
